node,ARBid,old.pa.node,old.ARBname,Genbank.ID,clade,RDP.taxonomy,Kingdom,Phylum,Order,Family,Genus,Species,Strain
0,UncM5907,1716,UncM9980,EU650264,Thermoplasmata,"Archaea;""Euryarchaeota"";Thermoplasmata;unclassified_Thermoplasmata;",Archaea,Euryarchaeota,Thermoplasmata,unclassified_Thermoplasmata,,,
1,Unc028bj,1695,Unc04iu2,AF356633,Archaea,"Archaea;""Euryarchaeota"";Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;",Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,
2,Unc01raf,1736,Unc03ul8,FJ640802,Archaea,Archaea;unclassified_Archaea;,Archaea,unclassified_Archaea,,,,,
3,Unc0289v,1694,Unc04j2n,EF586031,Bacteria,"Bacteria;""Thermotogae"";Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;",Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,
4,OlnTmbo7,1600,OlsUmbo5,AJ251324,Bacteria,"Bacteria;""Actinobacteria"";Actinobacteria;Coriobacteridae;Coriobacteriales;""Coriobacterineae"";Coriobacteriaceae;Olsenella;",Bacteria,"""Actinobacteria""",Actinobacteria,Coriobacteridae,Coriobacteriales,"""Coriobacterineae""",Coriobacteriaceae;Olsenella;
534,UncM5972,2383,Unc04j61,KX934972,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
535,UncPrymn,2415,UncPrymn,HM565909,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
536,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
537,Unc29798,2399,Unc024hf,EF574660,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
538,Unc35366,2400,Unc0259r,EF574901,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
539,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
540,Unc29476,2402,Unc024br,EF574682,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
541,UncM4176,2408,UncM7762,KX937570,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
542,Unc01q3d,2404,Unc00wmp,JN986128,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
543,UncM4784,2405,UncM9209,KX937617,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
544,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
545,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
546,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
547,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
548,UncM5444,2547,UncM8167,KX937614,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
549,UncM3600,2549,UncM8420,KX935015,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
550,Unc028eb,2548,Unc02776,EF574075,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
551,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
552,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
553,UncM5978,2335,Unc04j67,KX935014,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
554,Unc32532,2334,Unc02afm,EF573661,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
555,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
556,UncM5201,2544,UncM6350,KX937683,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
557,UncM5197,2337,UncM7764,KX937606,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
558,UncM3715,2338,UncM6144,KX934842,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
559,Unc75112,2535,Unc01aei,HQ672009,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
560,Unc75108,2536,Unc01cb9,HQ671882,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
561,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
562,Unc028f2,2339,Unc03uog,EU795254,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
563,UncCy259,2340,UncCy159,HM057731,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
564,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
565,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
566,UncM2754,2539,UncM4797,HQ730034,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
567,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
568,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
569,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
570,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
571,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
572,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
573,UncM5434,2297,UncM9694,KX937557,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
574,UncM5100,2298,UncM6152,KX934921,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
575,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
576,UncM5328,2301,Unc04j4p,KX934923,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
577,UncM5326,2300,UncM8400,KX934893,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
578,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
579,UncM5966,2304,Unc04j5v,KX934922,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
580,Unc29449,2303,Unc02ah9,EF574358,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
581,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
582,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
583,UncCy611,2308,UncCy755,FJ425631,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
584,UncM3722,2309,UncM7980,KX934960,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
585,UncM5108,2310,UncM7437,KX935053,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
586,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
587,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
588,Oc1Speci,2307,OcsSpec2,X65101,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
589,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
590,UncM5612,2314,UncM8399,KX934876,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
591,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
592,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
593,UncM4299,2317,UncM9033,KX935018,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
594,UncM4079,2318,UncM7405,KX934823,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
595,Unc028cp,2323,Unc04j4v,DQ513011,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
596,UncM4080,2325,UncM7406,KX934839,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
597,UncM4684,2324,UncM9525,KX934926,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
598,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
599,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
600,Unc72076,2321,Unc98826,DQ015781,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
601,IcrSpec3,2320,IscSpec3,X75518,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
602,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
603,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
604,UncM3714,2319,UncM7417,KX934824,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
605,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
606,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
607,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
608,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
609,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
610,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
611,UncM3599,2292,UncM7442,KX934962,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
612,UncM5918,2294,Unc04j47,KX934920,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
613,UncPrym2,2293,UncPrym3,HM565911,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
614,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
615,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
616,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
617,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
618,UncM4678,2529,UncM9522,KX934878,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
619,Unc29480,2342,Unc0298t,EF575001,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
620,K68Env24,2523,UncHap35,EU394562,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
621,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
622,UncM3597,2344,UncM7424,KX934930,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
623,Pr8Poly2,2355,PryPolyl,AF172719,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
624,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
625,UncCy143,2346,UncCy632,EF520514,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
626,UncM4398,2359,UncM6340,KX937537,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
627,Unc31854,2356,Unc02ajb,EF575192,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
628,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
629,UncM6042,2357,UncM9203,KX937544,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
630,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
631,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
632,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
633,UncM3719,2533,UncM7977,KX934928,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
634,UncCy499,2345,UncCy797,FJ425600,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
635,UncM4778,2348,UncM8158,KX937539,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
636,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
637,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
638,UncM5943,2343,Unc04j51,KX935020,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
639,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
640,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
641,Unc52162,2352,Unc02noz,EU237282,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
